id,text,HS,TR,AG,target,combined_score,disagreement_score,uncertainty_score,cardiffnlp_hate_prob,dynabench_hate_prob
2721,@STVNews Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far,0,0,0,mig,0.5502119429304194,0.5909627608478625,0.5094611250129764,0.8866574764251709,0.12231852114200592
8181,When she's a squirter but you bout that life https://t.co/MR1j6nJBFO,0,0,0,mis,0.5501915435533475,0.6660343532765549,0.4343487338301402,0.8968151211738586,0.08537916094064713
1440,Each second citizien in Germany think Merkel should retire. https://t.co/voDhNcU4hF,0,0,0,mig,0.550152387232965,0.5886242431297813,0.5116805313361485,0.8864699006080627,0.12364473938941956
2689,"ANTIFASCISM, YOU’RE DOING IT WRONG: Antifa Behind Several Assaults at Patriot Prayer Rally in Portland. “The counter-protest was organized by ‘a coalition of labor unions, immigrant rights groups and artists’.”  ...SOROS.  https://t.co/GhSc4AoqCt",0,0,0,mig,0.5501406096365407,0.5857168658866537,0.5145643533864277,0.884215772151947,0.12327684462070465
2260,"Edwin Jackson, Indianapolis Colts linebacker, was killed by an illegal alien, police say https://t.co/tpkbtO8nHc#AgainstAllEnemies#PreventableDeath #BuildTheWall #StopTheInvasion",0,0,0,mig,0.5500074311928174,0.6545038430972759,0.4455110192883587,0.9144338369369507,0.11005240678787231
3560,"To fight loneliness, Irish pensioners are teaching English to migrants https://t.co/YciO2ZuhEP",0,0,0,mig,0.5498165210015464,0.603454824696121,0.49617821730697176,0.8728782534599304,0.10050305724143982
390,"@ABCPolitics @ABC The current #GOP #Congress doesn't care what #Americans think. Most want Obamacare, most support the Mueller investigation, they don't support the tax scam, most want #responsibleguncontrol, most don't want to #BuildThatWall. Stop voting",1,0,1,mig,0.549816153207192,0.6892442356685963,0.4103880707457878,0.9212748408317566,0.09582154452800751
8325,everyone calls elly a slut or whore but where in the hell is the evidence ?,0,0,0,mis,0.5498111249490139,0.5696223616928758,0.5299998882051519,0.8784011602401733,0.12798970937728882
269,"@DFBHarvard SO WELL SAID, Daniel!His speeches ALL smack of Alinsky; divide & conquer by victimizing one group & calling out the other as bigots, racists, fascist, etc.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlu",1,0,1,mig,0.5497913718895377,0.5830167456738954,0.5165659981051802,0.889537513256073,0.13035455346107483
890,"@riley_momma Russia &amp; Canada give 1 to 1 1/2 yrs &amp; they pack you up &amp; send you back to where you came from.  Canada doesn't talk abt it in media, but ppl who were teaching refugees, said they were unable to adapt &amp; learn English &amp; were",0,0,0,mig,0.5497889256133156,0.5678132319662029,0.5317646192604283,0.872652530670166,0.1234336867928505
2526,ANTONIO SABATO JR: I’M AN IMMIGRANT AND I SUPPORT TRUMP’S WALL  ..  Watch full video here: https://t.co/1Ap9wGQQBW @DailyCaller @AntonioSabatoJr  @realDonaldTrump @DonaldJTrumpJr  @FAIRImmigration #BuildTheWall #Borderwall #Immigration #AmericaFirst https://t.co/thRPRptOEw,0,0,0,mig,0.5497887648213261,0.7033500227493344,0.39622750689331776,0.9149726033210754,0.08111539483070374
8345,"#MeToo Not all men, far from it, sexually abuse women.However, all women have experienced sexual harasment.So not all men, but all women.",0,0,0,mis,0.5497767290693784,0.7038304911029387,0.39572296703581805,0.9151983261108398,0.08105635643005371
2559,@foxnation @StumpforTrump - hey @SpeakerRyan @SenateMajLdr @SenateGOP we the people still insist on the WALL & #endDACA #endillegalimmigration & stop low wage programs & #supportEverify!!!!,1,0,0,mig,0.5497640185038166,0.5856382311743528,0.5138898058332806,0.8694750070571899,0.10858716070652008
237,Border Ranchers Shock MSNBC With Facts On Illegal Immigration https://t.co/v3YTvUAabS via @dailycaller,0,0,0,mig,0.5497340228670876,0.5825052010535947,0.5169628446805805,0.8900324106216431,0.13118258118629456
6904,British actress becomes fifth woman to accuse of rape... https://t.co/K3Et2iI7xU,0,0,0,mis,0.5497112177304402,0.6990312351438863,0.4003912003169941,0.9089884161949158,0.07769522070884705
7909,"@BarelyAlive95 I was responding to you that we women know that not all men are scumbags. And, that some men are vic… https://t.co/mw7256jJew",0,0,0,mis,0.5496880559196526,0.7024960818064176,0.39688003003288763,0.9221029281616211,0.08875206857919693
8971,@SenKamalaHarris So now the word hysterical is a completely sexist term? So let's get this straight nobody can say the word monkey anymore when they are describing anyting and the word hysterical can no longer be used to describe a hysterical woman?,0,0,0,mis,0.5496517114667007,0.5912999741763691,0.5080034487570322,0.8689284324645996,0.10437143594026566
4085,Austrian leaders respond to Gerrman plans for 'transit centres' to screen migrants https://t.co/eAbRrdlzzv,0,0,0,mig,0.5496223355043605,0.6887816711496562,0.4104629998590647,0.9017801880836487,0.07660392671823502
248,"A legal immigrant leaves the US because her visa has not been renewed yet, and tons of people give her shit because of her stance against illegal immigration. Cuz Logic!!! @Barbara4u2 Stay awesome, stay positive, we all love you. https://t.co/G2rTs0O3hw",0,0,0,mig,0.5495971259549668,0.6352814911043128,0.4639127608056209,0.8797128796577454,0.08723155409097672
3066,#UK 'complicit' in spiralling death toll of refugees in Mediterranean https://t.co/4Ahs3Lb7JN https://t.co/Po1TYHpF42,0,0,0,mig,0.5495944453797762,0.6985575937622223,0.4006312969973301,0.9070653319358826,0.07605381309986115
1235,"How can we get ""used"" to news like this? Is there any drop of compassion left outside of the humanitarian sector? When will governments and the EU be accountable for their omissions? Dark ages indeed...#migration https://t.co/BuwYt1Itof",0,0,0,mig,0.5495331288533472,0.6229921497521044,0.47607410795459,0.9093572497367859,0.12457852065563202
2832,BabiÅ¡ criticises distribution of 450 migrants among #EU states https://t.co/e3ETHU1p4p,0,0,0,mig,0.549508880292119,0.6705957066853717,0.4284220538988662,0.8922796845436096,0.07806989550590515
8814,"URGENT, PLS SHARE: this man is trying to rape women he sees walking towards Manhattan on the Washington Bridge, if yo can identify him please call @NYPD34Pct",0,0,0,mis,0.5494844483049299,0.5757759961735789,0.5231929004362809,0.8893014192581177,0.1348475068807602
7908,"When women point out the shitty things men do n u say 'but not all men', u sound like a cop saying 'but not all cops'. Sound dumb don't it?",0,0,0,mis,0.5494289240628227,0.5773116620214892,0.5215461861041563,0.8646557331085205,0.10919637978076935
1295,Victor D. Hanson: The 4 Groups that Benefit from IllegalÂ Immigration https://t.co/kd5TuU0W1n https://t.co/ISmJOJd2S4,0,0,0,mig,0.5493964099259666,0.5760968252818991,0.5226959945700341,0.8641722202301025,0.10950814187526703
4610,#global_jihad #Syria #Daesh https://t.co/jYRraCSuW9,0,0,0,mig,0.5491397932964088,0.7222040173252168,0.376075569267601,0.9255883097648621,0.08062882721424103
3266,@carolemacneil #cbcnn maybe the Haitian civil war can be explained as to the large numbers of refugees coming into 🇨🇦; oh right there was no civil war just Trump saying go home the earthquake is over.,0,0,0,mig,0.5490883105493212,0.5663138313648014,0.531862789733841,0.8599640727043152,0.11173509806394577
1621,"Protesters condemn US treatment of migrants, block bus https://t.co/KxRgwmGhUY",0,0,0,mig,0.5490690664834309,0.6127300937965907,0.48540803917027114,0.8692099452018738,0.09092157334089279
8061,"@hansmollman ah, describing women as hysterical, how innovative, original, striking",0,0,0,mis,0.5490565687243208,0.5513757574377175,0.5467373800109242,0.87871915102005,0.14042441546916962
3006,Did #PriyankaChopra wear a burqa while meeting Rohingya refugees in #Bangladesh? #ambassador... https://t.co/bgfi14GNyv https://t.co/qydrXkKw3v,0,0,0,mig,0.5490331109773429,0.725685142590973,0.37238107936371273,0.9255968332290649,0.07860338687896729
2671,"After its deal with Turkey to stop Afghan, Iraqi, Syrian &amp; other refugees from reaching the European Union, what can the EU do to reverse Turkey's refugee abuses? Find out at the European Parliament in Brussels at 12:30 pm on 20 June #WorldRefugeeDay@HRW https://t.co/pXZ70XH30o https://t.co/Kqb1mmTwC0",0,0,0,mig,0.5490261506511476,0.5518138190798187,0.5462384822224763,0.8795310854911804,0.14094312489032745
652,'Lawless Area': German police conducts raid at refugee center after mob ... https://t.co/Q0k2S2XtV9 via @YouTube,0,0,0,mig,0.5489331934116306,0.6994369383515943,0.39842944847166684,0.901520311832428,0.06998591870069504
1149,"#BeBestMyAss This  week - I want my supporters to wear shorts or skirts that read, ""Be  Best"" on the back - synonym for ""Be Best My Ass!"" Let's be ridiculous (film your ass shaking) @FLOTUS lacks sensitivity towards immigrant children! Photo Credit: theGrio https://t.co/poBwKtI1oy",0,0,0,mig,0.5489045432256966,0.7278251495008135,0.3699839369505798,0.920578122138977,0.07233672589063644
2167,Inhabitants of sprawling ethnic-minority Muslim #Rohingya #refugee camps are bracing for what is to come https://t.co/l1i5I9uQYw #ucanews #thereforthevoiceless #Bangladesh #Myanmar @ucanbd @Johnzaw @StephanUttom @Refugees @ProtectRohingya https://t.co/nCuQEQYtVR,0,0,0,mig,0.5488705194699661,0.6951967264631055,0.40254431247682687,0.9300349950790405,0.10102494806051254
1755,. @NBCNews covered our petition delivery at the #Pentagon with @commondefense &amp; @MoveOn to demand Sec. Mattis STOP kicking immigrant servicemembers out of the military! https://t.co/WmHe0zv927,0,0,0,mig,0.5488471017489523,0.5384703759529399,0.5592238275449648,0.8704259395599365,0.14082254469394684
4717,"RT @Akhdre_: ""You too skinny, imma hurt you"" Girl  if you don't shut the fuck up and ride this dick. Imma be aight. I got Obamacare.""",1,1,1,mis,0.5488229706144117,0.5495816299949863,0.548064311233837,0.8564131855964661,0.11932060122489929
7951,"Women are telling their stories of being assaulted & instead of listening to them, you wanna go 'not all men! I'm g… https://t.co/sLZ6yAWImh",0,0,0,mis,0.5488007381247925,0.6996754299004003,0.3979260463491846,0.9309637546539307,0.09928760677576065
3184,Philippines - Christians are facing starvation as they continue to hide from jihadists.  An estimate 1500 remain... https://t.co/P04dSj0nbs,0,0,0,mig,0.5487844374584541,0.5776189996074721,0.5199498753094359,0.8967517614364624,0.14109134674072266
663,"ABVP was floated to bypass the ban on RSS. RSS was banned for spreading hate and bigotry through violence and terrorism. Part of ABVP DNA to go around beating up people, curtailing discussion etc #ABVPkaGundaraj DU #SendThemHome",0,0,0,mig,0.5487819551312765,0.6177523607045847,0.47981154955796823,0.8688744902610779,0.08740299195051193
796,Check this out and Retweet if you Agree ! #draintheswamp #buildthatwall #kag #politics #government #gop #Trumplicans #PresidentTrump #MAGA #TrumpTrain #AmericaFirst #donaldtrump #sorrynotsorry #politicalmemes #madmax #trumplicans #whitehouse #patriot,1,0,0,mig,0.5487344116278423,0.590952841215157,0.5065159820405277,0.8613801002502441,0.09704755991697311
6854,"@Bill_Owen A moron thus probably thinks that rape is a form of aggressive romance. People this stupid don't merely exist, many have inordinate power DT",0,0,0,mis,0.5486771860916846,0.5539068698059315,0.5434475023774376,0.8548610806465149,0.11487369984388351
7961,"@nsilverberg I actually would love to go on a head to head debate with you to to show you not all Men are like this, you know with facts!",0,0,0,mis,0.5486621276433221,0.610028281883507,0.48729597340313713,0.9106610417366028,0.13409048318862915
8675,"If any woman is a victim of sexual assault I pray you read the #metoo timeline, having an ex who was a victim of rape tell me she was and",0,0,0,mis,0.5485265326323359,0.5353073942299923,0.5617456710346793,0.8736955523490906,0.14623816311359406
3644,@Daily_Record Ruth Davidson Scotland want need a battleship if a nuke hits faslane your more interested in your lovers immigration right,1,0,1,mig,0.5485204359503182,0.5286390047336336,0.5684018671670028,0.856287956237793,0.13337577879428864
656,The Trump administration wants to target legal immigrants who use programs like Obamacare — and potentially block ... https://t.co/ajcE5ORuKm,0,0,0,mig,0.5484664148330101,0.5404412836990529,0.5564915459669671,0.8785574436187744,0.14762002229690552
4275,@DailyMirror Hard to Take IDS on Europe when he never once apologised for his  parties assault on the poor or admit migration causes it,0,0,0,mig,0.5483484815563754,0.5594690445273427,0.5372279185854081,0.8911186456680298,0.14742517471313477
7105,Red Sox fans are following my blog. Men's rights today !!!! #jobsreport #mensrights #women http://t.co/6n4V9kBtya,0,0,0,mis,0.5483362763078874,0.7416012006029373,0.35507135201283746,0.9303123950958252,0.07408100366592407
4099,"@davidhogg111 Sieg Heil David Hogg??  Your profanity encrusted interview was ridiculous, shame on you for making fun of people.  You're nothing but a big bully.  Wait until you've REALLY had life smack you in the face then we'll all have a chat.  #spoiled",0,0,0,mig,0.5482922050501113,0.726528225307975,0.3700561847922478,0.935499906539917,0.08801459521055222
1283,"Immigrant: Piece of candy, little girl? https://t.co/UXDgAOtZKc",0,0,0,mig,0.5482785864575392,0.5201556275933582,0.5764015453217204,0.8571864366531372,0.1400982141494751
3894,"#act4_southernsyria Apparently secret meeting this week bet #angelamerkel @HeikoMaas &amp;Russia fm Lavrov&amp;headRussian army- #Europe will come in&amp;help rebuild #Syria ,which Russia wants -sothat what Europe wants most can materialize ‘“ returnof #refugees -German journo #datelinelondon https://t.co/Cwc1OKAJRQ",0,0,0,mig,0.5482651392468614,0.7179292877963854,0.3786009906973372,0.9067289233207703,0.06427381187677383
7121,When your ex leaves her shoes at your place https://t.co/92M3UlnysJ,0,0,0,mis,0.5482353143222234,0.6907902241365738,0.4056804045078729,0.9331912994384766,0.10681276768445969
4230,Iraqi Immigrant Who Shot Cop In The Head Was Never Deported Despite Crime Spree #BlueLivesMatter #BackTheBlue Full Story https://t.co/ALIoz0U8uZ https://t.co/ykaJCnjkQd,0,0,0,mig,0.5482149052532599,0.5241692641465928,0.572260546359927,0.8514196872711182,0.13157017529010773
2126,HRW slams 'appalling' conditions of migrant camps in northern Greece https://t.co/hYTGOrolvj,0,0,0,mig,0.5480999727550955,0.6747878977825416,0.4214120477276495,0.9310855865478516,0.11433476954698563
4599,Palestinians slam reported US plan to weaken UN 'refugee' agency #UnitedStates... https://t.co/HWQsbxqTyy https://t.co/83dJwSrWEi,0,0,0,mig,0.5480477838627559,0.7304155252573369,0.3656800424681748,0.9372159838676453,0.08746645599603653
3421,"@jack @Twitter @TwitterSupport What the hell is this?  Is this part of the healthy conversation you were just preaching to us about?  She's our First Lady, like it or not.  She's also an immigrant, a mother and daughter, and fuck you for allowing this. ht",0,0,0,mig,0.5480356144209353,0.7451302354228958,0.35094099341897467,0.9238904118537903,0.0656241774559021
1293,Iraqi immigrant accused of shooting Colorado Springs cop remained in U.S. despite series of crimes https://t.co/d71SQ1vuJU via @csgazette https://t.co/8Cg2rxXwRZ,0,0,0,mig,0.5480217226950406,0.6762764437410475,0.4197670016490336,0.9317507743835449,0.11409959942102432
4205,Home Office ‘˜misled’ High Court over child refugees https://t.co/16a00TvMsb https://t.co/9CwMJtI3Q1,0,0,0,mig,0.548021268073735,0.5251480456442084,0.5708944905032616,0.8723735809326172,0.1518522948026657
4368,Did this woman and child drown because the EU-backed Libyan coastguard scuttled their boat after they refused to return to Libya with a coastguard that returns all intercepted refugees and migrants to inhumane detention centers? @openarms_fund https://t.co/HkeVFsVVYW https://t.co/XpxmgIfCnk,0,0,0,mig,0.5480098968140885,0.5133182790559945,0.5827015145721826,0.8570321202278137,0.1446724832057953
9134,@TheLifeOfMeezus @MonicaLewinsky Dozens of other women I’ve accused him of rape and they either get paid off or nobody hears from them again,0,0,0,mis,0.5479989149795357,0.7228753521505997,0.37312247780847163,0.9376049637794495,0.09225285053253174
4428,it makes no sense. I have a green card as well issued by the exact same agency @USCIS. It is valid for 10 years. The vetting is the EXACT same if not more rigorous for a green card. Why aren’t the refugee travel docs and green cards issued for the same # of validity?,0,0,0,mig,0.5479687526603686,0.6800984799478224,0.4158390253729148,0.8872357606887817,0.06727732717990875
6865,@WolfFace_Dre LMAOOOO BITCH IM THE NOLA BRUCE-CAITLYNN JENNER BITCH I PICCS WHEN I WANT HOE ..luv ya hope ya had fun,0,0,0,mis,0.5479570647554137,0.7046902496641928,0.39122387984663476,0.8981591463088989,0.06350786238908768
8103,Can @RepWilson get an apology already? Sick of men claiming women are hysterical. https://t.co/yFx5F1kCf7,0,0,0,mis,0.5479549880749792,0.5672988642647574,0.5286111118852009,0.8512004017829895,0.10232098400592804
7711,"If he likes cheese on his pizza, he's an asshole. 🍕",0,0,0,mis,0.5479522414298115,0.5134365713673943,0.5824679114922287,0.8608525991439819,0.1484108865261078
1003,There is a special place in hell for #SarahHuckabeeSanders. @PressSec @GovMikeHuckabee #AsylumSeekers #immigration https://t.co/apbKPPB0Hy,0,0,0,mig,0.547818706993789,0.5598734591415266,0.5357639548460512,0.8950560688972473,0.15109385550022125
1198,Twelve migrant laborers die in Italian road crash https://t.co/I5KU7xA739 https://t.co/KOMHQW13A4,0,0,0,mig,0.5478177910913904,0.513804786473436,0.5818307957093447,0.8647717833518982,0.1520746499300003
5548,Ok but @queensoverbitch makes me add her to all DMs just FYI https://t.co/4XJSSCAZa8,1,1,0,mis,0.547806000962052,0.726831904478925,0.36878009744517903,0.9389019012451172,0.09123948961496353
8873,@jalenramsey Lmfao shut the fuck up with your Brentwood Academy havin ass. Yall have one of the worst QBs in the league as far as TD/INT ratio go but you hate on every other quarterback.... Sit your pussy ass down and get swept by the Titans again.,1,1,1,mis,0.5477549670649089,0.5125427155712472,0.5829672185585705,0.864564836025238,0.15274354815483093
1687,"#follo @ManuelPadillaJr See why #RGV South Texas is the most volatile area along entire #border with MexicoWhy we need to #BuildThatWallIllegal alien & MS13 arrests, stash houses, cartel exploits, drug seizures, Agent assaults, rescues & much more #follo #RETWEEET",1,0,1,mig,0.5476841005482012,0.7510122536534938,0.3443559474429086,0.9367603063583374,0.07511317729949951
833,This human-elephant conflict has seen 13 refugees killed in elephant attacks since Aug. last year https://t.co/uiOIsQ0Toc #ucanews #thereforthevoiceless #refugee #Bangladesh @ucanbd @StephanUttom  @bd_rock @M_RSection @Refugees @RefugeesIntl @UNHumanRights @UNICEF @FortifyRights,0,0,0,mig,0.5475773119144148,0.7162963930944882,0.3788582307343415,0.9396113753318787,0.09811487048864365
4238,@Daily_Express in the jailing of the smugglers the families of migrants called the emergency services seems its a team effort to get into uk,1,0,0,mig,0.5475299743887694,0.5090330967715392,0.5860268520059995,0.8445904850959778,0.13521046936511993
8140,"'Is there an hysterical witch hunt going on in Hollywood? Maybe! But first, you'll never believe who this insanely hot 13 -year old girl is!'",0,0,0,mis,0.5475222467473714,0.6708157151390552,0.42422877835568745,0.8814268708229065,0.06708353012800217
8289,SLUT BITCH LIKED IT TOO! https://t.co/1KfS2SwAOl,0,0,0,mis,0.5474593086230195,0.7287443418264354,0.3661742754196035,0.9409911036491394,0.09221424162387848
842,"#OccupyICEPHL was delighted to learn that Charlie Kirk, the anti-immigrant, anti-Muslim, conspiracy theory-touting, founder &amp; executive director of the white nationalist-allied Turning Point USA (TPUSA) didn't have a very good morning either. #NationalistsNotWelcome https://t.co/SzLt8Lw1ra",0,0,0,mig,0.547322142099703,0.5106153464324529,0.5840289377669532,0.8691288232803345,0.15864716470241547
3495,"Obama, our SMALLEST president. Must take credit for all good; disavows all that was bad during his 8 year assault on our great country.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #NRA",1,0,1,mig,0.5473171299249546,0.6703227377209029,0.42431152212900625,0.9336808323860168,0.11963677406311035
2152,"The protesters banged in droves on the glass for the entire time I was in North Korea, Mao's grandson Mao Xinyu appeared at a meeting in Beijing on Friday. There is no review requirement under the Constitution to #BuildThatWall as a national defense issue - #BuildTheWall",1,0,1,mig,0.5472269368743309,0.760519030682993,0.33393484306566884,0.928921103477478,0.06183749437332153
8570,So General Kelly thinks women were 'sacred' when he was growing up... classic virgin and whore dichotomy.,0,0,0,mis,0.5472251899576868,0.5230648526934418,0.5713855272219318,0.879037082195282,0.15994632244110107
3763,".FIND'em! #MAGA and #BuildThatWall, #KeepNewsREAL. I am praying for the #Trump administration. @MikeHuckabeeNH .. WHO do you think it is? You have great instincts and discernment as a #Christian.",1,0,1,mig,0.5472212139187528,0.735444203335383,0.35899822450212254,0.910198986530304,0.057529348880052567
6272,Nelly should beware of other woman now trying to accuse him for rape .. Ladies after this lady because if one does it others will try it too,1,0,0,mis,0.5471930289564,0.5500223907511494,0.5443636671616505,0.8432214260101318,0.10583332926034927
2318,"This exhibition is much more than just an aesthetic coup for @SAMAart.  It’s also a ringing riposte to wall-builders, border-closers and anti-immigrant rhetoric.   https://t.co/6KXtDofvbM",0,0,0,mig,0.5471718859899891,0.7093611550957865,0.3849826168841917,0.9408206343650818,0.10340775549411774
3069,New Poll: Majority Of Republican Voters Support Separating Families To Deter Illegal Immigration https://t.co/lWxztF1Ris via @dailycaller,0,0,0,mig,0.5470836954323604,0.5473838692823588,0.546783521582362,0.8420904874801636,0.10647318512201309
6911,DRUDGE_REPORT: British actress becomes fifth woman to accuse of rape... https://t.co/tCErO1gyw0 #ycot #tcot #pjnet #conservative,0,0,0,mis,0.5470788379192253,0.7408953978120053,0.3532622780264453,0.9432719349861145,0.08744809031486511
2428,Could you please explain why you praised the research of an anti-Muslim and anti-immigrant foundation linked to Orban's far-right government? https://t.co/pVLwnBe64S  Or why you are hosting events at the Hungarian Embassy for this foundation? https://t.co/GMn0Kr6Smj https://t.co/wPm01L3LW1,0,0,0,mig,0.5469168327489765,0.6644063859460503,0.4294272795519027,0.9340165257453918,0.12357285618782043
4622,Leaked photo reveals 'mass trial' of immigrants in Texas - Houston Chronicle - https://t.co/sNnYsRIuVF,0,0,0,mig,0.546799539907245,0.7694684078277283,0.3241306719867616,0.9368716478347778,0.06470127403736115
994,"‘They knew what they were doing,’ immigrant arrested in Bastrop says https://t.co/YZgbrNQ4KG",0,0,0,mig,0.5467470356853845,0.6404688585931934,0.45302521277757574,0.9288589954376221,0.13314875960350037
637,"@NowTmrwForever @thehill Exactly! They're cracking down on child trafficking, so ""Its too dangerous"" to get them back! #BUILDTHATWALL!!!!",1,0,1,mig,0.5467458986554615,0.6155258936854312,0.4779659036254918,0.8583583235740662,0.07829636335372925
2067,Germany tells Italy it will take 50 migrants from Frontex ships https://t.co/7K6lSjvt2m https://t.co/my1tKavZWc,0,0,0,mig,0.5467287657018888,0.5669531855584795,0.526504345845298,0.8443881869316101,0.09573696553707123
5517,What is the difference between a woman and a catfish? One is a bottom feeding scum sucker and one is a fish,1,0,0,mis,0.5466956689067919,0.7613911086926686,0.3320002291209153,0.9237470626831055,0.05616645887494087
1325,@FoxNews @EricHolder @BarackObama @WhiteHouse Someone's kids not yours you have to be a man to father children.,0,0,0,mig,0.5466623137767874,0.7677404061491517,0.325584221404423,0.9292105436325073,0.05802004039287567
6611,accusing a woman of lying about rape to get attention means you're trash,0,0,0,mis,0.5466179521916501,0.6764113381390607,0.41682456624423936,0.8800510764122009,0.062318358570337296
1434,Free speech is no longer free. You are only considered a BOT if you are a President Trump supporter...A 70-year-old grandmother who spends 14 hours a day tweeting hundreds of messages in support of Donald Trump. Let’s follow @MAGANinaJo https://t.co/WHQQpAZ96E,0,0,0,mig,0.5465918411281209,0.5092958074277782,0.5838878748284635,0.8752357959747314,0.16567274928092957
1995,"As pressure to return builds up, Syrians express their anxieties. Why Many think they can never go back? Watch Huda’s story who fears she may be forced to look at Europe, again @dwnews   https://t.co/uzOXXWIvLi https://t.co/BwdXKYcLHv",0,0,0,mig,0.5465642424660888,0.7576334889010589,0.3354949960311187,0.9200257658958435,0.05458865314722061
4259,"Jordan keeps border sealed, says it cannot take more Syrian refugees amid new fighting https://t.co/HXldPBSRfH https://t.co/tYkn8dZ1dt",0,0,0,mig,0.5465367854892343,0.6678239606794325,0.42524961029903613,0.876319944858551,0.0637945681810379
2276,@janjan_collins @EricsonTina @sabine_durden @volalupi @POTUS @realDonaldTrump No One believes  that Myth! Legal Workers Line Up for Restaurant Jobs After Sheriff Joe  #Immigration Raids https://t.co/gJoNTTbKOP via @YouTube,0,0,0,mig,0.5463863821887209,0.5367214536493956,0.5560513107280463,0.8922525644302368,0.16383498907089233
524,12 Illegal Immigrants Found in Texas Border City Stash Houses in One Day https://t.co/wyo8PSkiDf via @BreitbartTexas,0,0,0,mig,0.5462091885192063,0.6816332548652908,0.41078512217312185,0.8806896209716797,0.05980651080608368
2097,To help them go home? https://t.co/yn72lJKzHm,0,0,0,mig,0.5461889316817635,0.7764143852936057,0.3159634780699213,0.933173656463623,0.05707559362053871
227,"It is a cruel irony that sikhs often **look** more exotic to American eyes, even though they tend to be among the most deeply assimilated of immigrant groups. of course the people they're mistaken for also don't deserve to be attacked. https://t.co/57NitaFqce",0,0,0,mig,0.5461714695477138,0.6121480392874932,0.48019489980793434,0.9229110479354858,0.1449924260377884
1923,Zeebrugge struggles with problem of trans-migrants https://t.co/SC4RHKOifu,0,0,0,mig,0.5461144727695536,0.47581363886436273,0.6164153066747445,0.834930419921875,0.14908793568611145
7496,Her- I have a man Me- https://t.co/m1U02Zx5kM,0,0,0,mis,0.5461120973920606,0.7488164184766973,0.34340777630742386,0.9120984673500061,0.05171191692352295
4287,"Wow. We are officially no longer a nation of immigrants. #WelcomingtheStranger U.S. Citizenship and Immigration Services will remove ""nation of immigrants"" from mission statement https://t.co/9KYCXRKMnu by @rdevro",0,0,0,mig,0.5460777311303092,0.5547804087327682,0.5373750535278502,0.9021978974342346,0.16162724792957306
